Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2010 02 07 21	13.4	2
2010 02 07 22	13.4	2
2010 02 07 23	13.4	2
2010 02 08 00	13.4	2
2010 02 08 01	13.4	2
2010 02 08 02	13.4	2
2010 02 08 03	13.4	2
2010 02 08 04	13.4	2
2010 02 08 05	13.4	2
2010 02 08 06	13.4	2
2010 02 08 07	13.4	2
2010 02 08 08	13.4	2
2010 02 08 09	13.4	2
2010 02 08 10	13.4	2
2010 02 08 11	13.4	2
2010 02 08 12	13.4	2
2010 02 08 13	13.5	2
2010 02 08 14	13.5	2
2010 02 08 15	13.5	2
2010 02 08 16	13.5	2
2010 02 08 17	13.5	2
2010 02 08 18	13.5	2
2010 02 08 19	13.4	2
2010 02 08 20	13.4	2
2010 02 08 21	13.4	2
2010 02 08 22	13.4	2
2010 02 08 23	13.4	2
2010 02 09 00	13.4	2
2010 02 09 01	13.4	2
2010 02 09 02	13.4	2
2010 02 09 03	13.4	2
2010 02 09 04	13.4	2
2010 02 09 05	13.4	2
2010 02 09 06	13.4	2
2010 02 09 07	13.4	2
2010 02 09 08	13.4	2
2010 02 09 09	13.4	2
2010 02 09 10	13.4	2
2010 02 09 11	13.5	2
2010 02 09 12	13.5	2
2010 02 09 13	13.5	2
2010 02 09 14	13.5	2
2010 02 09 15	13.5	2
2010 02 09 16	13.5	2
2010 02 09 17	13.5	2
2010 02 09 18	13.4	2
2010 02 09 19	13.4	2
2010 02 09 20	13.4	2
2010 02 09 21	13.4	2
2010 02 09 22	13.4	2
2010 02 09 23	13.4	2
2010 02 10 00	13.4	2
2010 02 10 01	13.4	2
2010 02 10 02	13.4	2
2010 02 10 03	13.4	2
2010 02 10 04	13.4	2
2010 02 10 05	13.4	2
2010 02 10 06	13.4	2
2010 02 10 07	13.4	2
2010 02 10 08	13.4	2
2010 02 10 09	13.4	2
2010 02 10 10	13.4	2
2010 02 10 11	13.4	2
2010 02 10 12	13.4	2
2010 02 10 13	13.4	2
2010 02 10 14	13.4	2
2010 02 10 15	13.4	2
2010 02 10 16	13.4	2
2010 02 10 17	13.4	2
2010 02 10 18	13.4	2
2010 02 10 19	13.4	2
2010 02 10 20	13.4	2
2010 02 10 21	13.4	2
2010 02 10 22	13.4	2
2010 02 10 23	13.4	2
2010 02 11 00	13.4	2
2010 02 11 01	13.4	2
2010 02 11 02	13.4	2
2010 02 11 03	13.4	2
2010 02 11 04	13.4	2
2010 02 11 05	13.3	2
2010 02 11 06	13.3	2
2010 02 11 07	13.3	2
2010 02 11 08	13.3	2
2010 02 11 09	13.3	2
2010 02 11 10	13.3	2
2010 02 11 11	13.3	2
2010 02 11 12	13.3	2
2010 02 11 13	13.3	2
2010 02 11 14	13.3	2
2010 02 11 15	13.3	2
2010 02 11 16	13.3	2
2010 02 11 17	13.3	2
2010 02 11 18	13.3	2
2010 02 11 19	13.3	2
2010 02 11 20	13.3	2
2010 02 11 21	13.3	2
2010 02 11 22	13.3	2
2010 02 11 23	13.3	2
2010 02 12 00	13.3	2
2010 02 12 01	13.3	2
2010 02 12 02	13.3	2
2010 02 12 03	13.3	2
2010 02 12 04	13.3	2
2010 02 12 05	13.3	2
2010 02 12 06	13.3	2
2010 02 12 07	13.2	2
2010 02 12 08	13.3	2
2010 02 12 09	13.2	2
2010 02 12 10	13.3	2
2010 02 12 11	13.3	2
2010 02 12 12	13.3	2
2010 02 12 13	13.3	2
2010 02 12 14	13.3	2
2010 02 12 15	13.3	2
2010 02 12 16	13.3	2
2010 02 12 17	13.2	2
2010 02 12 18	13.2	2
2010 02 12 19	13.2	2
2010 02 12 20	13.2	2
2010 02 12 21	13.2	2
2010 02 12 22	13.2	2
2010 02 12 23	13.2	2
2010 02 13 00	13.2	2
2010 02 13 01	13.2	2
2010 02 13 02	13.2	2
2010 02 13 03	13.2	2
2010 02 13 04	13.2	2
2010 02 13 05	13.2	2
2010 02 13 06	13.2	2
2010 02 13 07	13.2	2
2010 02 13 08	13.2	2
2010 02 13 09	13.2	2
2010 02 13 10	13.2	2
2010 02 13 11	13.2	2
2010 02 13 12	13.2	2
2010 02 13 13	13.2	2
2010 02 13 14	13.2	2
2010 02 13 15	13.2	2
2010 02 13 16	13.2	2
2010 02 13 17	13.2	2
2010 02 13 18	13.2	2
2010 02 13 19	13.2	2
2010 02 13 20	13.2	2
2010 02 13 21	13.2	2
2010 02 13 22	13.1	2
2010 02 13 23	13.1	2
2010 02 14 00	13.1	2
2010 02 14 01	13.1	2
2010 02 14 02	13.1	2
2010 02 14 03	13.1	2
2010 02 14 04	13.1	2
2010 02 14 05	13.1	2
2010 02 14 06	13.1	2
2010 02 14 07	13.1	2
2010 02 14 08	13.1	2
2010 02 14 09	13.1	2
2010 02 14 10	13.1	2
2010 02 14 11	13.1	2
2010 02 14 12	13.1	2
2010 02 14 13	13.1	2
2010 02 14 14	13.1	2
2010 02 14 15	13.1	2
2010 02 14 16	13.1	2
2010 02 14 17	13.1	2
2010 02 14 18	13.1	2
2010 02 14 19	13.1	2
2010 02 14 20	13.1	2
2010 02 14 21	13.1	2
2010 02 14 22	13.1	2
2010 02 14 23	13.1	2
2010 02 15 00	13.1	2
2010 02 15 01	13.1	2
2010 02 15 02	13.0	2
2010 02 15 03	13.0	2
2010 02 15 04	13.1	2
2010 02 15 05	13.1	2
2010 02 15 06	13.1	2
2010 02 15 07	13.0	2
2010 02 15 08	13.0	2
2010 02 15 09	13.0	2
2010 02 15 10	13.0	2
2010 02 15 11	13.0	2
2010 02 15 12	13.0	2
2010 02 15 13	13.0	2
2010 02 15 14	13.0	2
2010 02 15 15	13.0	2
2010 02 15 16	13.0	2
2010 02 15 17	13.0	2
2010 02 15 18	13.0	2
2010 02 15 19	13.0	2
2010 02 15 20	13.0	2
2010 02 15 21	13.0	2
2010 02 15 22	13.0	2
2010 02 15 23	13.0	2
2010 02 16 00	13.0	2
2010 02 16 01	13.0	2
2010 02 16 02	13.0	2
2010 02 16 03	13.0	2
2010 02 16 04	13.0	2
2010 02 16 05	13.0	2
2010 02 16 06	13.0	2
2010 02 16 07	13.0	2
2010 02 16 08	13.0	2
2010 02 16 09	13.0	2
2010 02 16 10	13.0	2
2010 02 16 11	13.0	2
2010 02 16 12	13.0	2
2010 02 16 13	13.0	2
2010 02 16 14	13.0	2
2010 02 16 15	13.0	2
2010 02 16 16	12.9	2
2010 02 16 17	12.9	2
2010 02 16 18	13.0	2
2010 02 16 19	12.9	2
2010 02 16 20	12.9	2
2010 02 16 21	13.0	2
2010 02 16 22	13.0	2
2010 02 16 23	12.9	2
2010 02 17 00	13.0	2
2010 02 17 01	13.0	2
2010 02 17 02	13.0	2
2010 02 17 03	13.0	2
2010 02 17 04	13.0	2
2010 02 17 05	13.0	2
2010 02 17 06	13.0	2
2010 02 17 07	13.0	2
2010 02 17 08	13.0	2
2010 02 17 09	12.9	2
2010 02 17 10	13.0	2
2010 02 17 11	13.0	2
2010 02 17 12	13.0	2
2010 02 17 13	13.0	2
2010 02 17 14	13.0	2
2010 02 17 15	13.0	2
2010 02 17 16	13.0	2
2010 02 17 17	13.0	2
2010 02 17 18	13.0	2
2010 02 17 19	13.0	2
2010 02 17 20	12.9	2
2010 02 17 21	12.9	2
2010 02 17 22	12.9	2
2010 02 17 23	13.0	2
2010 02 18 00	12.9	2
2010 02 18 01	13.0	2
2010 02 18 02	12.9	2
2010 02 18 03	13.0	2
2010 02 18 04	12.9	2
2010 02 18 05	12.9	2
2010 02 18 06	12.9	2
2010 02 18 07	12.9	2
2010 02 18 08	12.9	2
2010 02 18 09	12.9	2
2010 02 18 10	12.9	2
2010 02 18 11	12.9	2
2010 02 18 12	13.0	2
2010 02 18 13	13.0	2
2010 02 18 14	13.0	2
2010 02 18 15	13.0	2
2010 02 18 16	13.0	2
2010 02 18 17	13.0	2
2010 02 18 18	13.0	2
2010 02 18 19	13.0	2
2010 02 18 20	13.0	2
2010 02 18 21	13.0	2
2010 02 18 22	13.0	2
2010 02 18 23	12.9	2
2010 02 19 00	12.9	2
2010 02 19 01	12.9	2
2010 02 19 02	12.9	2
2010 02 19 03	12.9	2
2010 02 19 04	12.9	2
2010 02 19 05	12.9	2
2010 02 19 06	12.9	2
2010 02 19 07	12.9	2
2010 02 19 08	12.9	2
2010 02 19 09	12.9	2
2010 02 19 10	13.0	2
2010 02 19 11	13.0	2
2010 02 19 12	13.0	2
2010 02 19 13	13.0	2
2010 02 19 14	13.0	2
2010 02 19 15	13.0	2
2010 02 19 16	13.0	2
2010 02 19 17	12.9	2
2010 02 19 18	12.9	2
2010 02 19 19	13.0	2
2010 02 19 20	13.0	2
2010 02 19 21	13.0	2
2010 02 19 22	13.0	2
2010 02 19 23	12.9	2
2010 02 20 00	13.0	2
2010 02 20 01	12.9	2
2010 02 20 02	12.9	2
2010 02 20 03	12.9	2
2010 02 20 04	12.9	2
2010 02 20 05	12.9	2
2010 02 20 06	12.9	2
2010 02 20 07	12.9	2
2010 02 20 08	12.9	2
2010 02 20 09	12.9	2
2010 02 20 10	13.0	2
2010 02 20 11	13.0	2
2010 02 20 12	13.0	2
2010 02 20 13	13.0	2
2010 02 20 14	13.0	2
2010 02 20 15	12.9	2
2010 02 20 16	12.9	2
2010 02 20 17	12.9	2
2010 02 20 18	12.9	2
2010 02 20 19	12.9	2
2010 02 20 20	12.9	2
2010 02 20 21	12.9	2
2010 02 20 22	12.9	2
2010 02 20 23	12.9	2
2010 02 21 00	12.9	2
2010 02 21 01	12.9	2
2010 02 21 02	12.9	2
2010 02 21 03	12.9	2
2010 02 21 04	12.9	2
2010 02 21 05	12.9	2
2010 02 21 06	12.9	2
2010 02 21 07	13.0	2
2010 02 21 08	13.0	2
2010 02 21 09	13.0	2
2010 02 21 10	13.1	2
2010 02 21 11	13.1	2
2010 02 21 12	13.1	2
2010 02 21 13	13.2	2
2010 02 21 14	13.2	2
2010 02 21 15	13.2	2
2010 02 21 16	13.1	2
2010 02 21 17	13.1	2
2010 02 21 18	13.0	2
2010 02 21 19	13.1	2
2010 02 21 20	13.1	2
2010 02 21 21	13.1	2
2010 02 21 22	13.1	2
2010 02 21 23	13.1	2
2010 02 22 00	13.1	2
2010 02 22 01	13.0	2
2010 02 22 02	13.0	2
2010 02 22 03	13.0	2
2010 02 22 04	13.0	2
2010 02 22 05	13.0	2
2010 02 22 06	13.1	2
2010 02 22 07	13.0	2
2010 02 22 08	13.0	2
2010 02 22 09	13.0	2
2010 02 22 10	13.1	2
2010 02 22 11	13.2	2
2010 02 22 12	13.2	2
2010 02 22 13	13.2	2
2010 02 22 14	13.2	2
2010 02 22 15	13.3	2
2010 02 22 16	13.3	2
2010 02 22 17	13.3	2
2010 02 22 18	13.3	2
2010 02 22 19	13.3	2
2010 02 22 20	13.3	2
2010 02 22 21	13.3	2
2010 02 22 22	13.3	2
2010 02 22 23	13.3	2
2010 02 23 00	13.3	2
2010 02 23 01	13.3	2
2010 02 23 02	13.3	2
2010 02 23 03	13.3	2
2010 02 23 04	13.3	2
2010 02 23 05	13.3	2
2010 02 23 06	13.3	2
2010 02 23 07	13.2	2
2010 02 23 08	13.2	2
2010 02 23 09	13.3	2
2010 02 23 10	13.3	2
2010 02 23 11	13.3	2
2010 02 23 12	13.3	2
2010 02 23 13	13.3	2
2010 02 23 14	13.4	2
2010 02 23 15	13.4	2
2010 02 23 16	13.4	2
2010 02 23 17	13.4	2
2010 02 23 18	13.4	2
2010 02 23 19	13.3	2
2010 02 23 20	13.3	2
2010 02 23 21	13.3	2
2010 02 23 22	13.3	2
2010 02 23 23	13.3	2
2010 02 24 00	13.3	2
2010 02 24 01	13.3	2
2010 02 24 02	13.2	2
2010 02 24 03	13.2	2
2010 02 24 04	13.2	2
2010 02 24 05	13.2	2
2010 02 24 06	13.3	2
2010 02 24 07	13.3	2
2010 02 24 08	13.3	2
2010 02 24 09	13.3	2
2010 02 24 10	13.3	2
2010 02 24 11	13.3	2
2010 02 24 12	13.3	2
2010 02 24 13	13.3	2
2010 02 24 14	13.3	2
2010 02 24 15	13.3	2
2010 02 24 16	13.3	2
2010 02 24 17	13.3	2
2010 02 24 18	13.3	2
2010 02 24 19	13.3	2
2010 02 24 20	13.3	2
2010 02 24 21	13.3	2
2010 02 24 22	13.3	2
2010 02 24 23	13.3	2
2010 02 25 00	13.4	2
2010 02 25 01	13.5	2
2010 02 25 02	13.5	2
2010 02 25 03	13.5	2
2010 02 25 04	13.5	2
2010 02 25 05	13.5	2
2010 02 25 06	13.5	2
2010 02 25 07	13.5	2
2010 02 25 08	13.4	2
2010 02 25 09	13.4	2
2010 02 25 10	13.4	2
2010 02 25 11	13.4	2
2010 02 25 12	13.4	2
2010 02 25 13	13.4	2
2010 02 25 14	13.5	2
2010 02 25 15	13.4	2
2010 02 25 16	13.4	2
2010 02 25 17	13.4	2
2010 02 25 18	13.4	2
2010 02 25 19	13.4	2
2010 02 25 20	13.4	2
2010 02 25 21	13.4	2
2010 02 25 22	13.4	2
2010 02 25 23	13.4	2
2010 02 26 00	13.4	2
2010 02 26 01	13.4	2
2010 02 26 02	13.4	2
2010 02 26 03	13.4	2
2010 02 26 04	13.4	2
2010 02 26 05	13.4	2
2010 02 26 06	13.4	2
2010 02 26 07	13.4	2
2010 02 26 08	13.4	2
2010 02 26 09	13.4	2
2010 02 26 10	13.4	2
2010 02 26 11	13.4	2
2010 02 26 12	13.4	2
2010 02 26 13	13.4	2
2010 02 26 14	13.4	2
2010 02 26 15	13.4	2
2010 02 26 16	13.3	2
2010 02 26 17	13.3	2
2010 02 26 18	13.3	2
2010 02 26 19	13.3	2
2010 02 26 20	13.3	2
2010 02 26 21	13.3	2
2010 02 26 22	13.3	2
2010 02 26 23	13.3	2
2010 02 27 00	13.3	2
2010 02 27 01	13.3	2
2010 02 27 02	13.3	2
2010 02 27 03	13.3	2
2010 02 27 04	13.3	2
2010 02 27 05	13.3	2
2010 02 27 06	13.3	2
2010 02 27 07	13.3	2
2010 02 27 08	13.3	2
2010 02 27 09	13.3	2
2010 02 27 10	13.3	2
2010 02 27 11	13.3	2
2010 02 27 12	13.3	2
2010 02 27 13	13.3	2
2010 02 27 14	13.4	2
2010 02 27 15	13.4	2
2010 02 27 16	13.4	2
2010 02 27 17	13.4	2
2010 02 27 18	13.4	2
2010 02 27 19	13.4	2
2010 02 27 20	13.3	2
2010 02 27 21	13.3	2
2010 02 27 22	13.3	2
2010 02 27 23	13.3	2
2010 02 28 00	13.3	2
2010 02 28 01	13.3	2
2010 02 28 02	13.3	2
2010 02 28 03	13.3	2
2010 02 28 04	13.3	2
2010 02 28 05	13.3	2
2010 02 28 06	13.3	2
2010 02 28 07	13.3	2
2010 02 28 08	13.3	2
2010 02 28 09	13.3	2
2010 02 28 10	13.3	2
2010 02 28 11	13.3	2
2010 02 28 12	13.4	2
2010 02 28 13	13.4	2
2010 02 28 14	13.4	2
2010 02 28 15	13.3	2
2010 02 28 16	13.3	2
2010 02 28 17	13.3	2
2010 02 28 18	13.3	2
2010 02 28 19	13.3	2
2010 02 28 20	13.3	2
2010 02 28 21	13.3	2
2010 02 28 22	13.3	2
2010 02 28 23	13.3	2
2010 03 01 00	13.3	2
2010 03 01 01	13.3	2
2010 03 01 02	13.3	2
2010 03 01 03	13.3	2
2010 03 01 04	13.3	2
2010 03 01 05	13.3	2
2010 03 01 06	13.3	2
2010 03 01 07	13.3	2
2010 03 01 08	13.3	2
2010 03 01 09	13.3	2
2010 03 01 10	13.3	2
2010 03 01 11	13.3	2
2010 03 01 12	13.3	2
2010 03 01 13	13.3	2
2010 03 01 14	13.4	2
2010 03 01 15	13.4	2
2010 03 01 16	13.4	2
2010 03 01 17	13.3	2
2010 03 01 18	13.3	2
2010 03 01 19	13.3	2
2010 03 01 20	13.3	2
2010 03 01 21	13.3	2
2010 03 01 22	13.3	2
2010 03 01 23	13.3	2
2010 03 02 00	13.3	2
2010 03 02 01	13.3	2
2010 03 02 02	13.3	2
2010 03 02 03	13.3	2
2010 03 02 04	13.3	2
2010 03 02 05	13.3	2
2010 03 02 06	13.3	2
2010 03 02 07	13.3	2
2010 03 02 08	13.3	2
2010 03 02 09	13.3	2
2010 03 02 10	13.3	2
2010 03 02 11	13.3	2
2010 03 02 12	13.4	2
2010 03 02 13	13.4	2
2010 03 02 14	13.4	2
2010 03 02 15	13.4	2
2010 03 02 16	13.4	2
2010 03 02 17	13.4	2
2010 03 02 18	13.4	2
2010 03 02 19	13.4	2
2010 03 02 20	13.4	2
2010 03 02 21	13.4	2
2010 03 02 22	13.4	2
2010 03 02 23	13.4	2
2010 03 03 00	13.4	2
2010 03 03 01	13.4	2
2010 03 03 02	13.4	2
2010 03 03 03	13.4	2
2010 03 03 04	13.4	2
2010 03 03 05	13.4	2
2010 03 03 06	13.4	2
2010 03 03 07	13.4	2
2010 03 03 08	13.4	2
2010 03 03 09	13.4	2
2010 03 03 10	13.4	2
2010 03 03 11	13.4	2
2010 03 03 12	13.4	2
2010 03 03 13	13.4	2
2010 03 03 14	13.4	2
2010 03 03 15	13.6	2
2010 03 03 16	13.5	2
2010 03 03 17	13.6	2
2010 03 03 18	13.5	2
2010 03 03 19	13.5	2
2010 03 03 20	13.5	2
2010 03 03 21	13.5	2
2010 03 03 22	13.4	2
2010 03 03 23	13.4	2
2010 03 04 00	13.4	2
2010 03 04 01	13.4	2
2010 03 04 02	13.5	2
2010 03 04 03	13.5	2
2010 03 04 04	13.5	2
2010 03 04 05	13.5	2
2010 03 04 06	13.4	2
2010 03 04 07	13.4	2
2010 03 04 08	13.4	2
2010 03 04 09	13.4	2
2010 03 04 10	13.4	2
2010 03 04 11	13.4	2
2010 03 04 12	13.4	2
2010 03 04 13	13.5	2
2010 03 04 14	13.5	2
2010 03 04 15	13.5	2
2010 03 04 16	13.6	2
2010 03 04 17	13.4	2
2010 03 04 18	13.4	2
2010 03 04 19	13.4	2
2010 03 04 20	13.3	2
2010 03 04 21	13.3	2
2010 03 04 22	13.2	2
2010 03 04 23	13.2	2
2010 03 05 00	13.2	2
2010 03 05 01	13.1	2
2010 03 05 02	13.0	2
2010 03 05 03	13.0	2
2010 03 05 04	13.1	2
2010 03 05 05	13.0	2
2010 03 05 06	13.0	2
2010 03 05 07	13.0	2
2010 03 05 08	13.0	2
2010 03 05 09	13.0	2
2010 03 05 10	13.0	2
2010 03 05 11	13.0	2
2010 03 05 12	13.0	2
2010 03 05 13	13.1	2
2010 03 05 14	13.1	2
2010 03 05 15	13.1	2
2010 03 05 16	13.1	2
2010 03 05 17	13.2	2
2010 03 05 18	13.2	2
2010 03 05 19	13.2	2
2010 03 05 20	13.2	2
2010 03 05 21	13.2	2
2010 03 05 22	13.2	2
2010 03 05 23	13.2	2
2010 03 06 00	13.2	2
2010 03 06 01	13.2	2
2010 03 06 02	13.2	2
2010 03 06 03	13.1	2
2010 03 06 04	13.1	2
2010 03 06 05	13.1	2
2010 03 06 06	13.1	2
2010 03 06 07	13.2	2
2010 03 06 08	13.2	2
2010 03 06 09	13.2	2
2010 03 06 10	13.2	2
2010 03 06 11	13.2	2
2010 03 06 12	13.2	2
2010 03 06 13	13.2	2
2010 03 06 14	13.2	2
2010 03 06 15	13.2	2
2010 03 06 16	13.2	2
2010 03 06 17	13.2	2
2010 03 06 18	13.3	2
2010 03 06 19	13.2	2
2010 03 06 20	13.2	2
2010 03 06 21	13.2	2
2010 03 06 22	13.2	2
2010 03 06 23	13.2	2
2010 03 07 00	13.2	2
2010 03 07 01	13.2	2
2010 03 07 02	13.2	2
2010 03 07 03	13.2	2
2010 03 07 04	13.2	2
2010 03 07 05	13.2	2
2010 03 07 06	13.2	2
2010 03 07 07	13.1	2
2010 03 07 08	13.0	2
2010 03 07 09	12.9	2
2010 03 07 10	13.0	2
2010 03 07 11	13.0	2
2010 03 07 12	13.1	2
2010 03 07 13	13.1	2
2010 03 07 14	13.2	2
2010 03 07 15	13.2	2
2010 03 07 16	13.2	2
2010 03 07 17	13.2	2
2010 03 07 18	13.2	2
2010 03 07 19	13.2	2
2010 03 07 20	13.3	2
2010 03 07 21	13.3	2
2010 03 07 22	13.3	2
2010 03 07 23	13.2	2
2010 03 08 00	13.2	2
2010 03 08 01	13.2	2
2010 03 08 02	13.2	2
2010 03 08 03	13.2	2
2010 03 08 04	13.2	2
2010 03 08 05	13.2	2
2010 03 08 06	13.1	2
2010 03 08 07	13.1	2
2010 03 08 08	13.1	2
2010 03 08 09	13.1	2
2010 03 08 10	13.1	2
2010 03 08 11	13.0	2
2010 03 08 12	13.0	2
2010 03 08 13	13.0	2
2010 03 08 14	13.0	2
2010 03 08 15	13.0	2
2010 03 08 16	13.0	2
2010 03 08 17	13.0	2
2010 03 08 18	13.0	2
2010 03 08 19	13.0	2
2010 03 08 20	13.0	2
2010 03 08 21	13.0	2
2010 03 08 22	13.0	2
2010 03 08 23	13.0	2
2010 03 09 00	13.0	2
2010 03 09 01	13.0	2
2010 03 09 02	13.0	2
2010 03 09 03	13.0	2
2010 03 09 04	13.0	2
2010 03 09 05	13.0	2
2010 03 09 06	13.0	2
2010 03 09 07	13.0	2
2010 03 09 08	13.0	2
2010 03 09 09	13.1	2
2010 03 09 10	13.2	2
2010 03 09 11	13.0	2
2010 03 09 12	13.0	2
2010 03 09 13	13.0	2
2010 03 09 14	13.0	2
2010 03 09 15	13.0	2
2010 03 09 16	13.0	2
2010 03 09 17	13.1	2
2010 03 09 18	13.1	2
2010 03 09 19	13.1	2
2010 03 09 20	13.2	2
2010 03 09 21	13.3	2
2010 03 09 22	13.2	2
2010 03 09 23	13.2	2
2010 03 10 00	13.3	2
2010 03 10 01	13.3	2
2010 03 10 02	13.3	2
2010 03 10 03	13.2	2
2010 03 10 04	13.1	2
2010 03 10 05	13.1	2
2010 03 10 06	13.1	2
2010 03 10 07	13.0	2
2010 03 10 08	13.0	2
2010 03 10 09	13.0	2
2010 03 10 10	13.0	2
2010 03 10 11	13.0	2
2010 03 10 12	13.1	2
2010 03 10 13	13.2	2
2010 03 10 14	13.2	2
2010 03 10 15	13.2	2
2010 03 10 16	13.2	2
2010 03 10 17	13.2	2
2010 03 10 18	13.2	2
2010 03 10 19	13.2	2
2010 03 10 20	13.2	2
2010 03 10 21	13.1	2
2010 03 10 22	13.1	2
2010 03 10 23	13.1	2
2010 03 11 00	13.1	2
2010 03 11 01	13.1	2
2010 03 11 02	13.0	2
2010 03 11 03	13.0	2
2010 03 11 04	13.1	2
2010 03 11 05	13.1	2
2010 03 11 06	13.1	2
2010 03 11 07	13.1	2
2010 03 11 08	13.1	2
2010 03 11 09	13.1	2
2010 03 11 10	13.1	2
2010 03 11 11	13.2	2
2010 03 11 12	13.2	2
2010 03 11 13	13.2	2
2010 03 11 14	13.2	2
2010 03 11 15	13.3	2
2010 03 11 16	13.2	2
2010 03 11 17	13.2	2
2010 03 11 18	13.2	2
2010 03 11 19	13.2	2
2010 03 11 20	13.1	2
2010 03 11 21	13.1	2
2010 03 11 22	13.1	2
2010 03 11 23	13.1	2
2010 03 12 00	13.2	2
2010 03 12 01	13.2	2
2010 03 12 02	13.2	2
2010 03 12 03	13.2	2
2010 03 12 04	13.2	2
2010 03 12 05	13.2	2
2010 03 12 06	13.2	2
2010 03 12 07	13.2	2
2010 03 12 08	13.2	2
2010 03 12 09	13.2	2
2010 03 12 10	13.2	2
2010 03 12 11	13.2	2
2010 03 12 12	13.2	2
2010 03 12 13	13.1	2
2010 03 12 14	13.1	2
2010 03 12 15	13.1	2
2010 03 12 16	13.2	2
2010 03 12 17	13.1	2
2010 03 12 18	13.0	2
2010 03 12 19	13.0	2
2010 03 12 20	13.0	2
2010 03 12 21	13.0	2
2010 03 12 22	13.1	2
2010 03 12 23	13.1	2
2010 03 13 00	13.1	2
2010 03 13 01	13.1	2
2010 03 13 02	13.1	2
2010 03 13 03	13.1	2
2010 03 13 04	13.1	2
2010 03 13 05	13.1	2
2010 03 13 06	13.1	2
2010 03 13 07	13.0	2
2010 03 13 08	13.0	2
2010 03 13 09	13.0	2
2010 03 13 10	13.0	2
2010 03 13 11	13.0	2
2010 03 13 12	13.0	2
2010 03 13 13	13.0	2
2010 03 13 14	13.0	2
2010 03 13 15	13.0	2
2010 03 13 16	13.0	2
2010 03 13 17	13.1	2
2010 03 13 18	13.1	2
2010 03 13 19	13.0	2
2010 03 13 20	13.0	2
2010 03 13 21	13.0	2
2010 03 13 22	13.0	2
2010 03 13 23	13.0	2
2010 03 14 00	13.0	2
2010 03 14 01	13.0	2
2010 03 14 02	13.0	2
2010 03 14 03	13.0	2
2010 03 14 04	13.0	2
2010 03 14 05	13.0	2
2010 03 14 06	13.0	2
2010 03 14 07	13.0	2
2010 03 14 08	13.0	2
2010 03 14 09	13.0	2
2010 03 14 10	13.0	2
2010 03 14 11	13.0	2
2010 03 14 12	13.0	2
2010 03 14 13	13.0	2
2010 03 14 14	13.0	2
2010 03 14 15	13.0	2
2010 03 14 16	13.0	2
2010 03 14 17	13.1	2
2010 03 14 18	13.0	2
2010 03 14 19	13.1	2
2010 03 14 20	13.1	2
2010 03 14 21	13.1	2
2010 03 14 22	13.1	2
2010 03 14 23	13.1	2
2010 03 15 00	13.1	2
2010 03 15 01	13.0	2
2010 03 15 02	13.1	2
2010 03 15 03	13.1	2
2010 03 15 04	13.1	2
2010 03 15 05	13.1	2
2010 03 15 06	13.1	2
2010 03 15 07	13.1	2
2010 03 15 08	13.1	2
2010 03 15 09	13.1	2
2010 03 15 10	13.1	2
2010 03 15 11	13.2	2
2010 03 15 12	13.2	2
2010 03 15 13	13.2	2
2010 03 15 14	13.2	2
2010 03 15 15	13.4	2
2010 03 15 16	13.2	2
2010 03 15 17	13.4	2
2010 03 15 18	13.3	2
2010 03 15 19	13.3	2
2010 03 15 20	13.3	2
2010 03 15 21	13.3	2
2010 03 15 22	13.3	2
2010 03 15 23	13.4	2
2010 03 16 00	13.4	2
2010 03 16 01	13.4	2
2010 03 16 02	13.3	2
2010 03 16 03	13.3	2
2010 03 16 04	13.3	2
2010 03 16 05	13.3	2
2010 03 16 06	13.3	2
2010 03 16 07	13.2	2
2010 03 16 08	13.3	2
2010 03 16 09	13.3	2
2010 03 16 10	13.3	2
2010 03 16 11	13.3	2
2010 03 16 12	13.3	2
2010 03 16 13	13.3	2
2010 03 16 14	13.4	2
2010 03 16 15	13.4	2
2010 03 16 16	13.4	2
2010 03 16 17	13.4	2
2010 03 16 18	13.4	2
2010 03 16 19	13.4	2
2010 03 16 20	13.3	2
2010 03 16 21	13.4	2
2010 03 16 22	13.3	2
2010 03 16 23	13.3	2
2010 03 17 00	13.3	2
2010 03 17 01	13.3	2
2010 03 17 02	13.3	2
2010 03 17 03	13.3	2
2010 03 17 04	13.4	2
2010 03 17 05	13.4	2
2010 03 17 06	13.4	2
2010 03 17 07	13.4	2
2010 03 17 08	13.4	2
2010 03 17 09	13.4	2
2010 03 17 10	13.4	2
2010 03 17 11	13.5	2
2010 03 17 12	13.6	2
2010 03 17 13	13.4	2
2010 03 17 14	13.5	2
2010 03 17 15	13.6	2
2010 03 17 16	13.5	2
2010 03 17 17	13.5	2
2010 03 17 18	13.4	2
2010 03 17 19	13.4	2
2010 03 17 20	13.4	2
2010 03 17 21	13.4	2
2010 03 17 22	13.4	2
2010 03 17 23	13.4	2
2010 03 18 00	13.4	2
2010 03 18 01	13.4	2
2010 03 18 02	13.3	2
2010 03 18 03	13.4	2
2010 03 18 04	13.4	2
2010 03 18 05	13.4	2
2010 03 18 06	13.4	2
2010 03 18 07	13.4	2
2010 03 18 08	13.3	2
2010 03 18 09	13.3	2
2010 03 18 10	13.3	2
2010 03 18 11	13.3	2
2010 03 18 12	13.3	2
2010 03 18 13	13.3	2
